Libri,123,tito,2003,234,martin,crime
Libri,123,tito,2003,234,martin,crime
Riviste,1234,Tre,2013,45,MENSILE
Riviste,1234,Tre,2013,45,MENSILE
Libri,123,tito,2003,234,martin,crime
Libri,123,tito,2003,234,martin,crime
Riviste,1234,Tre,2013,45,MENSILE
Riviste,1234,Tre,2013,45,MENSILE
Libri,12345,Orgoglio e pregiudizio,1997,2345,Jane,crime
Libri,123,tito,2003,234,martin,crime
Libri,123,tito,2003,234,martin,crime
Riviste,1234,Tre,2013,45,MENSILE
Riviste,1234,Tre,2013,45,MENSILE
Riviste,1234,Tre,2013,45,MENSILE
Riviste,1234,Tre,2013,45,MENSILE
